#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
slr0885|239	1	74	0	0	0	0	0	0
slr0885|101	1	76	0	0	0	0	0	0
sll1304|333	1	71	0	0	0	0	0	0
sll1304|205	1	74	0	0	0	0	0	0
sll1304|140	1	72	0	0	0	0	0	0
sll1305|129	1	71	0	0	0	0	0	0
sll1305|8	1	76	0	0	0	0	0	0
sll1305|182	1	76	0	0	0	0	0	0
sll1306|126	1	73	0	0	0	0	0	0
sll1306|37	1	74	0	0	0	0	0	0
sll1306|137	1	72	0	0	0	0	0	0
sll1307|60	1	72	0	0	0	0	0	0
sll1307|93	1	71	0	0	0	0	0	0
sll1307|133	1	76	0	0	0	0	0	0
sll1307|106	1	74	0	0	0	0	0	0
gyrB|74	1	74	0	0	0	0	0	0
gyrB|4	1	76	0	0	0	0	0	0
gyrB|60	1	76	0	0	0	0	0	0
gyrB|119	1	71	0	0	0	0	0	0
gyrB|94	1	76	0	0	0	0	0	0
sll0877|210	1	74	0	0	0	0	0	0
sll0877|222	1	76	0	0	0	0	0	0
sll0877|40	1	75	0	0	0	0	0	0
sll0877|139	1	75	0	0	0	0	0	0
sll1783|202	1	76	0	0	0	0	0	0
sll1783|144	1	73	0	0	0	0	0	0
sll1783|240	1	73	0	0	0	0	0	0
sll1308|3	1	72	0	0	0	0	0	0
sll1785|251	1	76	0	0	0	0	0	0
sll1785|239	1	76	0	0	0	0	0	0
slr0890|36	1	71	0	0	0	0	0	0
slr0890|73	1	73	0	0	0	0	0	0
slr0890|108	1	74	0	0	0	0	0	0
slr0890|204	1	75	0	0	0	0	0	0
slr0890|57	1	71	0	0	0	0	0	0
sll0872|178	1	75	0	0	0	0	0	0
sll0872|295	1	72	0	0	0	0	0	0
sll0872|118	1	73	0	0	0	0	0	0
sll0872|198	1	72	0	0	0	0	0	0
slr0864|75	1	71	0	0	0	0	0	0
slr0864|33	1	75	0	0	0	0	0	0
slr0864|179	1	71	0	0	0	0	0	0
slr0864|5	1	76	0	0	0	0	0	0
slr0864|124	1	75	0	0	0	0	0	0
slr0865|41	1	71	0	0	0	0	0	0
slr0865|7	1	75	0	0	0	0	0	0
slr0865|19	1	74	0	0	0	0	0	0
slr0865|53	1	76	0	0	0	0	0	0
aslB|307	1	76	0	0	0	0	0	0
aslB|295	1	76	0	0	0	0	0	0
aslB|329	1	74	0	0	0	0	0	0
aslB|380	1	75	0	0	0	0	0	0
aslB|217	1	73	0	0	0	0	0	0
slr0867|35	1	74	0	0	0	0	0	0
slr0867|75	1	73	0	0	0	0	0	0
slr0867|49	1	71	0	0	0	0	0	0
slr1735|233	1	72	0	0	0	0	0	0
slr1735|7	1	73	0	0	0	0	0	0
slr1735|174	1	75	0	0	0	0	0	0
slr1735|123	1	71	0	0	0	0	0	0
sll1272|111	1	71	0	0	0	0	0	0
sll1272|175	1	73	0	0	0	0	0	0
sll1272|225	1	73	0	0	0	0	0	0
sll1272|261	1	74	0	0	0	0	0	0
sll1272|243	1	72	0	0	0	0	0	0
gcpE|53	1	74	0	0	0	0	0	0
gcpE|29	1	71	0	0	0	0	0	0
gcpE|18	1	71	0	0	0	0	0	0
gcpE|67	1	74	0	0	0	0	0	0
gcpE|7	1	72	0	0	0	0	0	0
phr|168	1	76	0	0	0	0	0	0
phr|223	1	75	0	0	0	0	0	0
phr|153	1	76	0	0	0	0	0	0
phr|28	1	74	0	0	0	0	0	0
phr|307	1	73	0	0	0	0	0	0
ssl3291|92	1	76	0	0	0	0	0	0
ssl3291|44	1	72	0	0	0	0	0	0
ssl3291|121	1	71	0	0	0	0	0	0
slr0869|4	1	74	0	0	0	0	0	0
slr0869|118	1	75	0	0	0	0	0	0
slr0869|136	1	71	0	0	0	0	0	0
psbD|190	1	76	0	0	0	0	0	0
psbD|262	1	71	0	0	0	0	0	0
psbD|282	1	73	0	0	0	0	0	0
psbD|113	1	71	0	0	0	0	0	0
psbD|314	1	74	0	0	0	0	0	0
glgX2|69	1	75	0	0	0	0	0	0
glgX2|25	1	75	0	0	0	0	0	0
glgX2|122	1	73	0	0	0	0	0	0
psbC|79	1	75	0	0	0	0	0	0
psbC|97	1	74	0	0	0	0	0	0
psbC|115	1	74	0	0	0	0	0	0
psbC|163	1	74	0	0	0	0	0	0
mutS2|114	1	72	0	0	0	0	0	0
mutS2|157	1	73	0	0	0	0	0	0
mutS2|349	1	72	0	0	0	0	0	0
hofG|145	1	73	0	0	0	0	0	0
hofG|325	1	71	0	0	0	0	0	0
hofG|232	1	72	0	0	0	0	0	0
hofG|465	1	71	0	0	0	0	0	0
nth|145	1	74	0	0	0	0	0	0
nth|88	1	76	0	0	0	0	0	0
nth|130	1	71	0	0	0	0	0	0
nth|25	1	75	0	0	0	0	0	0
lmbP|301	1	71	0	0	0	0	0	0
lmbP|201	1	75	0	0	0	0	0	0
lmbP|160	1	76	0	0	0	0	0	0
psbH|29	1	72	0	0	0	0	0	0
rimI|169	1	74	0	0	0	0	0	0
rimI|220	1	76	0	0	0	0	0	0
rimI|137	1	72	0	0	0	0	0	0
rimI|58	1	75	0	0	0	0	0	0
sll1160|106	1	74	0	0	0	0	0	0
sll1160|60	1	76	0	0	0	0	0	0
sll1161|12	1	75	0	0	0	0	0	0
sll1161|30	1	71	0	0	0	0	0	0
sll1161|100	1	74	0	0	0	0	0	0
sll1161|127	1	72	0	0	0	0	0	0
sll1162|147	1	76	0	0	0	0	0	0
sll1162|62	1	73	0	0	0	0	0	0
sll1162|19	1	73	0	0	0	0	0	0
sll1162|86	1	73	0	0	0	0	0	0
sll1162|100	1	72	0	0	0	0	0	0
sll1163|6	1	71	0	0	0	0	0	0
sll1163|201	1	75	0	0	0	0	0	0
sll1164|51	1	71	0	0	0	0	0	0
sll1164|173	1	76	0	0	0	0	0	0
sll1164|315	1	76	0	0	0	0	0	0
cpcE|178	1	72	0	0	0	0	0	0
cpcE|20	1	71	0	0	0	0	0	0
cpcE|9	1	73	0	0	0	0	0	0
sll0844|97	1	75	0	0	0	0	0	0
sll0844|28	1	74	0	0	0	0	0	0
sll0844|82	1	76	0	0	0	0	0	0
ssl3829|9	1	71	0	0	0	0	0	0
ssl3829|128	1	74	0	0	0	0	0	0
ssl3829|50	1	75	0	0	0	0	0	0
slr1882|106	1	75	0	0	0	0	0	0
slr1882|202	1	73	0	0	0	0	0	0
slr1882|183	1	76	0	0	0	0	0	0
slr1882|214	1	71	0	0	0	0	0	0
slr1882|123	1	76	0	0	0	0	0	0
pstS|114	1	73	0	0	0	0	0	0
pstS|184	1	73	0	0	0	0	0	0
pstS|28	1	74	0	0	0	0	0	0
pstS|82	1	74	0	0	0	0	0	0
nblA2|136	1	71	0	0	0	0	0	0
nblA2|67	1	76	0	0	0	0	0	0
nblA2|6	1	74	0	0	0	0	0	0
nblA2|47	1	71	0	0	0	0	0	0
ctaE2|153	1	74	0	0	0	0	0	0
ctaE2|20	1	75	0	0	0	0	0	0
ctaE2|164	1	76	0	0	0	0	0	0
ctaE2|33	1	76	0	0	0	0	0	0
ssr2549|121	1	74	0	0	0	0	0	0
ssr2549|110	1	76	0	0	0	0	0	0
pstC|40	1	72	0	0	0	0	0	0
pstC|109	1	71	0	0	0	0	0	0
pstC|121	1	73	0	0	0	0	0	0
pstC|70	1	75	0	0	0	0	0	0
pstC|58	1	71	0	0	0	0	0	0
pstB|24	1	73	0	0	0	0	0	0
pstB|115	1	72	0	0	0	0	0	0
pstB|91	1	71	0	0	0	0	0	0
pstA|94	1	72	0	0	0	0	0	0
pstA|133	1	73	0	0	0	0	0	0
sll1956|114	1	71	0	0	0	0	0	0
sll1956|142	1	71	0	0	0	0	0	0
sll1956|101	1	76	0	0	0	0	0	0
sll1956|64	1	74	0	0	0	0	0	0
sll1950|29	1	71	0	0	0	0	0	0
sll1950|56	1	72	0	0	0	0	0	0
sll1950|74	1	73	0	0	0	0	0	0
sll1950|14	1	73	0	0	0	0	0	0
aspS|122	1	72	0	0	0	0	0	0
aspS|77	1	71	0	0	0	0	0	0
aspS|34	1	71	0	0	0	0	0	0
ycf44|440	1	73	0	0	0	0	0	0
ycf44|177	1	73	0	0	0	0	0	0
ycf44|324	1	71	0	0	0	0	0	0
ycf44|4	1	74	0	0	0	0	0	0
menA|64	1	72	0	0	0	0	0	0
ilvG|35	1	75	0	0	0	0	0	0
ilvG|77	1	76	0	0	0	0	0	0
ilvG|89	1	74	0	0	0	0	0	0
ilvG|64	1	75	0	0	0	0	0	0
slr1261|13	1	76	0	0	0	0	0	0
slr1261|124	1	71	0	0	0	0	0	0
slr1261|141	1	74	0	0	0	0	0	0
slr1260|111	1	73	0	0	0	0	0	0
slr1260|82	1	73	0	0	0	0	0	0
slr1260|49	1	74	0	0	0	0	0	0
slr1260|26	1	71	0	0	0	0	0	0
slr1260|141	1	76	0	0	0	0	0	0
slr1263|18	1	74	0	0	0	0	0	0
slr1263|42	1	74	0	0	0	0	0	0
slr1263|54	1	72	0	0	0	0	0	0
slr1263|31	1	73	0	0	0	0	0	0
lacG|57	1	74	0	0	0	0	0	0
lacG|91	1	76	0	0	0	0	0	0
lacG|180	1	76	0	0	0	0	0	0
lacG|194	1	72	0	0	0	0	0	0
slr1513|125	1	72	0	0	0	0	0	0
slr0267|11	1	74	0	0	0	0	0	0
slr0267|22	1	73	0	0	0	0	0	0
slr0267|100	1	71	0	0	0	0	0	0
slr0267|53	1	71	0	0	0	0	0	0
slr0267|34	1	73	0	0	0	0	0	0
slr0264|9	1	74	0	0	0	0	0	0
slr0264|57	1	75	0	0	0	0	0	0
slr0264|20	1	74	0	0	0	0	0	0
slr0262|162	1	72	0	0	0	0	0	0
slr0262|222	1	76	0	0	0	0	0	0
slr0262|142	1	73	0	0	0	0	0	0
slr0262|174	1	76	0	0	0	0	0	0
slr0263|153	1	73	0	0	0	0	0	0
slr0263|136	1	74	0	0	0	0	0	0
slr0263|176	1	71	0	0	0	0	0	0
slr1515|49	1	71	0	0	0	0	0	0
slr1515|80	1	76	0	0	0	0	0	0
slr1515|9	1	76	0	0	0	0	0	0
slr1515|65	1	75	0	0	0	0	0	0
sll1424|4	1	76	0	0	0	0	0	0
sll1424|169	1	72	0	0	0	0	0	0
sll1424|208	1	75	0	0	0	0	0	0
sll1424|120	1	74	0	0	0	0	0	0
sll1426|52	1	75	0	0	0	0	0	0
sll1426|133	1	71	0	0	0	0	0	0
sll1158|157	1	76	0	0	0	0	0	0
sll1158|73	1	76	0	0	0	0	0	0
sll1158|55	1	76	0	0	0	0	0	0
sll1155|89	1	76	0	0	0	0	0	0
sll1155|70	1	72	0	0	0	0	0	0
sll1155|124	1	76	0	0	0	0	0	0
sll1155|166	1	74	0	0	0	0	0	0
sll1156|279	1	74	0	0	0	0	0	0
sll1151|115	1	76	0	0	0	0	0	0
sll1151|187	1	76	0	0	0	0	0	0
sll1151|130	1	72	0	0	0	0	0	0
sll1150|77	1	74	0	0	0	0	0	0
sll1150|93	1	74	0	0	0	0	0	0
katG|108	1	73	0	0	0	0	0	0
katG|47	1	74	0	0	0	0	0	0
katG|7	1	76	0	0	0	0	0	0
slr2062|142	1	74	0	0	0	0	0	0
slr2062|129	1	72	0	0	0	0	0	0
slr2062|30	1	74	0	0	0	0	0	0
slr2062|213	1	71	0	0	0	0	0	0
sll1236|27	1	74	0	0	0	0	0	0
slr2060|90	1	73	0	0	0	0	0	0
slr2060|7	1	74	0	0	0	0	0	0
slr2060|19	1	71	0	0	0	0	0	0
slr2060|45	1	71	0	0	0	0	0	0
hemK|128	1	71	0	0	0	0	0	0
hemK|34	1	72	0	0	0	0	0	0
hemK|46	1	75	0	0	0	0	0	0
hemK|19	1	75	0	0	0	0	0	0
plsX|176	1	75	0	0	0	0	0	0
plsX|80	1	73	0	0	0	0	0	0
plsX|52	1	72	0	0	0	0	0	0
sll0242|195	1	76	0	0	0	0	0	0
sll0242|173	1	76	0	0	0	0	0	0
sll1239|355	1	74	0	0	0	0	0	0
sll1949|97	1	76	0	0	0	0	0	0
sll1949|129	1	75	0	0	0	0	0	0
sll1949|141	1	74	0	0	0	0	0	0
sll1949|37	1	76	0	0	0	0	0	0
sll1949|71	1	72	0	0	0	0	0	0
slr1508|203	1	71	0	0	0	0	0	0
slr2079|139	1	76	0	0	0	0	0	0
slr2079|76	1	74	0	0	0	0	0	0
slr2079|97	1	74	0	0	0	0	0	0
ureA|109	1	76	0	0	0	0	0	0
ureA|65	1	75	0	0	0	0	0	0
ureA|43	1	74	0	0	0	0	0	0
ssl3769|171	1	72	0	0	0	0	0	0
ssl3769|138	1	73	0	0	0	0	0	0
ssl3769|13	1	73	0	0	0	0	0	0
ssl3769|197	1	71	0	0	0	0	0	0
sll1954|72	1	74	0	0	0	0	0	0
sll1954|15	1	72	0	0	0	0	0	0
hemB|6	1	76	0	0	0	0	0	0
hemB|50	1	76	0	0	0	0	0	0
hemB|32	1	75	0	0	0	0	0	0
hemB|18	1	75	0	0	0	0	0	0
galE3|52	1	74	0	0	0	0	0	0
galE3|28	1	75	0	0	0	0	0	0
galE3|67	1	72	0	0	0	0	0	0
galE3|107	1	75	0	0	0	0	0	0
galE3|92	1	76	0	0	0	0	0	0
rbcR|37	1	75	0	0	0	0	0	0
rbcR|61	1	74	0	0	0	0	0	0
rbcR|173	1	75	0	0	0	0	0	0
rbcR|141	1	72	0	0	0	0	0	0
slr1505|40	1	74	0	0	0	0	0	0
slr1505|28	1	76	0	0	0	0	0	0
slr1505|139	1	73	0	0	0	0	0	0
slr1506|102	1	73	0	0	0	0	0	0
slr1506|47	1	76	0	0	0	0	0	0
slr1507|76	1	71	0	0	0	0	0	0
slr1507|88	1	72	0	0	0	0	0	0
slr1507|165	1	74	0	0	0	0	0	0
slr1507|143	1	75	0	0	0	0	0	0
drgA|175	1	75	0	0	0	0	0	0
drgA|7	1	74	0	0	0	0	0	0
drgA|128	1	74	0	0	0	0	0	0
shc|10	1	74	0	0	0	0	0	0
shc|80	1	75	0	0	0	0	0	0
shc|33	1	71	0	0	0	0	0	0
fabG2|112	1	72	0	0	0	0	0	0
fabG2|83	1	73	0	0	0	0	0	0
fabG2|181	1	74	0	0	0	0	0	0
kpsM|69	1	76	0	0	0	0	0	0
kpsM|108	1	76	0	0	0	0	0	0
kpsM|52	1	71	0	0	0	0	0	0
kpsM|87	1	74	0	0	0	0	0	0
sll0254|114	1	71	0	0	0	0	0	0
sll0254|12	1	73	0	0	0	0	0	0
sll0254|31	1	71	0	0	0	0	0	0
sll0254|100	1	71	0	0	0	0	0	0
sll0245|27	1	74	0	0	0	0	0	0
sll1147|10	1	76	0	0	0	0	0	0
sll1147|59	1	76	0	0	0	0	0	0
sll1147|169	1	71	0	0	0	0	0	0
sll1147|114	1	74	0	0	0	0	0	0
sll1147|24	1	73	0	0	0	0	0	0
hisC2|88	1	72	0	0	0	0	0	0
hisC2|32	1	72	0	0	0	0	0	0
hisC2|99	1	76	0	0	0	0	0	0
hisC2|65	1	75	0	0	0	0	0	0
sll0252|88	1	75	0	0	0	0	0	0
sll0252|132	1	74	0	0	0	0	0	0
sll0252|191	1	73	0	0	0	0	0	0
slr1503|92	1	72	0	0	0	0	0	0
slr1503|175	1	73	0	0	0	0	0	0
slr1503|26	1	71	0	0	0	0	0	0
slr1503|58	1	76	0	0	0	0	0	0
slr1503|39	1	74	0	0	0	0	0	0
sll1973|23	1	75	0	0	0	0	0	0
sll1973|136	1	72	0	0	0	0	0	0
sll1973|121	1	71	0	0	0	0	0	0
sll0238|85	1	72	0	0	0	0	0	0
sll0238|214	1	75	0	0	0	0	0	0
sll0238|74	1	75	0	0	0	0	0	0
sll0238|150	1	72	0	0	0	0	0	0
sll0238|260	1	73	0	0	0	0	0	0
sll0237|84	1	72	0	0	0	0	0	0
sll0237|109	1	72	0	0	0	0	0	0
sll0237|318	1	73	0	0	0	0	0	0
sll0236|88	1	76	0	0	0	0	0	0
sll0236|37	1	73	0	0	0	0	0	0
sll0236|124	1	72	0	0	0	0	0	0
sll0236|106	1	74	0	0	0	0	0	0
dcoH|43	1	74	0	0	0	0	0	0
dcoH|184	1	74	0	0	0	0	0	0
dcoH|4	1	73	0	0	0	0	0	0
dcoH|160	1	76	0	0	0	0	0	0
proS|84	1	72	0	0	0	0	0	0
proS|52	1	73	0	0	0	0	0	0
proS|101	1	73	0	0	0	0	0	0
proS|70	1	76	0	0	0	0	0	0
ssr3570|112	1	72	0	0	0	0	0	0
ssr3570|140	1	72	0	0	0	0	0	0
ssr3570|158	1	71	0	0	0	0	0	0
ssr3570|53	1	75	0	0	0	0	0	0
ntcA|250	1	71	0	0	0	0	0	0
ntcA|16	1	74	0	0	0	0	0	0
ntpJ|72	1	72	0	0	0	0	0	0
ntpJ|106	1	75	0	0	0	0	0	0
ntpJ|23	1	73	0	0	0	0	0	0
tyrA|213	1	76	0	0	0	0	0	0
tyrA|68	1	76	0	0	0	0	0	0
tyrA|234	1	73	0	0	0	0	0	0
tyrA|40	1	73	0	0	0	0	0	0
ssr3571|75	1	75	0	0	0	0	0	0
cobA|76	1	74	0	0	0	0	0	0
cobA|166	1	72	0	0	0	0	0	0
cobA|10	1	74	0	0	0	0	0	0
ctaD2|12	1	72	0	0	0	0	0	0
ctaD2|27	1	76	0	0	0	0	0	0
ctaD2|67	1	71	0	0	0	0	0	0
ctaD2|106	1	74	0	0	0	0	0	0
slr2099|115	1	72	0	0	0	0	0	0
slr2099|145	1	76	0	0	0	0	0	0
slr2099|156	1	73	0	0	0	0	0	0
slr2099|70	1	74	0	0	0	0	0	0
slr2098|35	1	74	0	0	0	0	0	0
slr2098|127	1	73	0	0	0	0	0	0
slr2098|23	1	76	0	0	0	0	0	0
slr2098|106	1	75	0	0	0	0	0	0
ssr2551|24	1	73	0	0	0	0	0	0
ssr2551|97	1	76	0	0	0	0	0	0
ssr2551|84	1	72	0	0	0	0	0	0
slr0269|16	1	73	0	0	0	0	0	0
slr0269|50	1	72	0	0	0	0	0	0
slr0269|38	1	74	0	0	0	0	0	0
slr0269|27	1	76	0	0	0	0	0	0
slr0269|66	1	71	0	0	0	0	0	0
slr2096|318	1	76	0	0	0	0	0	0
slr2095|193	1	71	0	0	0	0	0	0
slr2095|109	1	73	0	0	0	0	0	0
slr2131|100	1	75	0	0	0	0	0	0
sll1609|162	1	75	0	0	0	0	0	0
sll1609|102	1	74	0	0	0	0	0	0
sll1609|246	1	73	0	0	0	0	0	0
sll1609|26	1	71	0	0	0	0	0	0
glbN|280	1	72	0	0	0	0	0	0
glbN|227	1	73	0	0	0	0	0	0
glbN|154	1	71	0	0	0	0	0	0
glbN|106	1	72	0	0	0	0	0	0
trxA2|25	1	76	0	0	0	0	0	0
trxA2|49	1	71	0	0	0	0	0	0
trxA2|61	1	74	0	0	0	0	0	0
sll0249|78	1	71	0	0	0	0	0	0
sll0249|203	1	74	0	0	0	0	0	0
sll0249|8	1	76	0	0	0	0	0	0
sll0249|147	1	71	0	0	0	0	0	0
folC|93	1	72	0	0	0	0	0	0
folC|37	1	71	0	0	0	0	0	0
folC|65	1	72	0	0	0	0	0	0
folC|79	1	71	0	0	0	0	0	0
folC|24	1	76	0	0	0	0	0	0
sll1601|82	1	76	0	0	0	0	0	0
sll1601|23	1	73	0	0	0	0	0	0
sll1601|68	1	76	0	0	0	0	0	0
sll1601|9	1	71	0	0	0	0	0	0
sll1601|121	1	74	0	0	0	0	0	0
sll0243|92	1	73	0	0	0	0	0	0
sll0243|81	1	73	0	0	0	0	0	0
sll0243|251	1	75	0	0	0	0	0	0
sll0243|327	1	76	0	0	0	0	0	0
sll0243|307	1	73	0	0	0	0	0	0
sll0240|72	1	72	0	0	0	0	0	0
sll0240|121	1	73	0	0	0	0	0	0
sll0241|126	1	75	0	0	0	0	0	0
sll0241|89	1	75	0	0	0	0	0	0
sll0241|50	1	75	0	0	0	0	0	0
sll0241|104	1	76	0	0	0	0	0	0
kdpB|106	1	71	0	0	0	0	0	0
kdpB|58	1	74	0	0	0	0	0	0
kdpB|36	1	74	0	0	0	0	0	0
kdpB|76	1	74	0	0	0	0	0	0
sll1606|27	1	76	0	0	0	0	0	0
sll1606|58	1	71	0	0	0	0	0	0
sll1606|42	1	72	0	0	0	0	0	0
sll1606|122	1	71	0	0	0	0	0	0
slr2000|64	1	75	0	0	0	0	0	0
slr2001|126	1	76	0	0	0	0	0	0
slr2001|94	1	75	0	0	0	0	0	0
slr2001|3	1	71	0	0	0	0	0	0
slr2001|14	1	76	0	0	0	0	0	0
slr2001|109	1	76	0	0	0	0	0	0
slr2002|178	1	72	0	0	0	0	0	0
slr2002|32	1	74	0	0	0	0	0	0
slr2002|77	1	76	0	0	0	0	0	0
slr2002|16	1	74	0	0	0	0	0	0
slr2003|52	1	72	0	0	0	0	0	0
slr2003|7	1	76	0	0	0	0	0	0
slr2003|26	1	75	0	0	0	0	0	0
slr2003|132	1	73	0	0	0	0	0	0
slr2004|105	1	71	0	0	0	0	0	0
slr2004|153	1	75	0	0	0	0	0	0
slr2004|129	1	76	0	0	0	0	0	0
slr1522|125	1	73	0	0	0	0	0	0
slr1523|103	1	74	0	0	0	0	0	0
slr1520|152	1	76	0	0	0	0	0	0
slr1520|68	1	76	0	0	0	0	0	0
slr1520|88	1	73	0	0	0	0	0	0
slr1520|55	1	76	0	0	0	0	0	0
sodB|67	1	72	0	0	0	0	0	0
sodB|15	1	74	0	0	0	0	0	0
sodB|92	1	71	0	0	0	0	0	0
slr1524|413	1	71	0	0	0	0	0	0
slr2128|396	1	75	0	0	0	0	0	0
slr2128|349	1	72	0	0	0	0	0	0
slr2128|361	1	76	0	0	0	0	0	0
slr2128|11	1	72	0	0	0	0	0	0
slr2128|83	1	75	0	0	0	0	0	0
slr2127|88	1	75	0	0	0	0	0	0
slr2127|46	1	75	0	0	0	0	0	0
slr2127|32	1	71	0	0	0	0	0	0
slr2127|64	1	72	0	0	0	0	0	0
slr2126|253	1	75	0	0	0	0	0	0
slr2126|42	1	71	0	0	0	0	0	0
slr2126|543	1	76	0	0	0	0	0	0
slr2126|145	1	75	0	0	0	0	0	0
slr2126|399	1	72	0	0	0	0	0	0
slr2125|16	1	71	0	0	0	0	0	0
slr2125|116	1	71	0	0	0	0	0	0
slr2125|96	1	71	0	0	0	0	0	0
slr2125|30	1	71	0	0	0	0	0	0
slr2125|42	1	74	0	0	0	0	0	0
hhoB|104	1	75	0	0	0	0	0	0
hhoB|115	1	76	0	0	0	0	0	0
hhoB|139	1	71	0	0	0	0	0	0
hhoB|8	1	74	0	0	0	0	0	0
hhoB|127	1	74	0	0	0	0	0	0
slr2123|61	1	74	0	0	0	0	0	0
slr2123|106	1	71	0	0	0	0	0	0
slr2123|118	1	73	0	0	0	0	0	0
slr2123|38	1	71	0	0	0	0	0	0
spsA|477	1	74	0	0	0	0	0	0
spsA|238	1	74	0	0	0	0	0	0
spsA|402	1	74	0	0	0	0	0	0
spsA|559	1	72	0	0	0	0	0	0
spsA|74	1	71	0	0	0	0	0	0
slr2121|11	1	74	0	0	0	0	0	0
slr2121|53	1	74	0	0	0	0	0	0
slr2121|69	1	76	0	0	0	0	0	0
slr2121|28	1	76	0	0	0	0	0	0
slr2120|130	1	74	0	0	0	0	0	0
slr2120|53	1	74	0	0	0	0	0	0
slr2120|115	1	74	0	0	0	0	0	0
slr2120|3	1	74	0	0	0	0	0	0
sll1157|293	1	72	0	0	0	0	0	0
sll1157|269	1	75	0	0	0	0	0	0
sll1613|22	1	71	0	0	0	0	0	0
sll1613|346	1	74	0	0	0	0	0	0
sll1613|142	1	76	0	0	0	0	0	0
sll1613|304	1	73	0	0	0	0	0	0
sll1613|406	1	76	0	0	0	0	0	0
sll1611|48	1	74	0	0	0	0	0	0
sll1611|143	1	73	0	0	0	0	0	0
sll1611|62	1	71	0	0	0	0	0	0
sll1611|101	1	74	0	0	0	0	0	0
sll1595|70	1	71	0	0	0	0	0	0
sll1595|38	1	72	0	0	0	0	0	0
sll1595|84	1	75	0	0	0	0	0	0
sll1595|199	1	73	0	0	0	0	0	0
slr1262|136	1	73	0	0	0	0	0	0
slr1262|183	1	72	0	0	0	0	0	0
slr1262|117	1	71	0	0	0	0	0	0
slr1262|274	1	71	0	0	0	0	0	0
slr1262|160	1	71	0	0	0	0	0	0
pds|58	1	76	0	0	0	0	0	0
pds|178	1	73	0	0	0	0	0	0
sll1590|75	1	76	0	0	0	0	0	0
sll1590|184	1	74	0	0	0	0	0	0
sll1590|19	1	71	0	0	0	0	0	0
sll1590|151	1	71	0	0	0	0	0	0
sll1590|216	1	76	0	0	0	0	0	0
sll1592|106	1	71	0	0	0	0	0	0
sll1592|90	1	74	0	0	0	0	0	0
sll1592|56	1	76	0	0	0	0	0	0
sll1592|10	1	74	0	0	0	0	0	0
sll1592|73	1	73	0	0	0	0	0	0
sll0253|421	1	76	0	0	0	0	0	0
sll0253|273	1	75	0	0	0	0	0	0
sll0253|369	1	71	0	0	0	0	0	0
sll0253|309	1	75	0	0	0	0	0	0
slr1512|114	1	73	0	0	0	0	0	0
slr1512|13	1	75	0	0	0	0	0	0
slr1512|49	1	72	0	0	0	0	0	0
slr1512|100	1	73	0	0	0	0	0	0
sll1608|10	1	75	0	0	0	0	0	0
sll1608|22	1	72	0	0	0	0	0	0
sll1608|136	1	74	0	0	0	0	0	0
sll1608|46	1	73	0	0	0	0	0	0
sll1608|63	1	75	0	0	0	0	0	0
ssl0438|78	1	75	0	0	0	0	0	0
kdpA|100	1	75	0	0	0	0	0	0
kdpA|121	1	71	0	0	0	0	0	0
kdpA|148	1	76	0	0	0	0	0	0
ilvB|139	1	76	0	0	0	0	0	0
ilvB|16	1	71	0	0	0	0	0	0
ilvB|120	1	72	0	0	0	0	0	0
ilvB|89	1	74	0	0	0	0	0	0
ssl2781|114	1	74	0	0	0	0	0	0
ssl2781|10	1	75	0	0	0	0	0	0
ssl2781|127	1	73	0	0	0	0	0	0
ssl2781|147	1	73	0	0	0	0	0	0
ssl2781|40	1	76	0	0	0	0	0	0
apt|87	1	73	0	0	0	0	0	0
apt|30	1	74	0	0	0	0	0	0
apt|45	1	71	0	0	0	0	0	0
apt|70	1	76	0	0	0	0	0	0
ssr2194|7	1	71	0	0	0	0	0	0
ssr2194|70	1	71	0	0	0	0	0	0
sll1995|210	1	73	0	0	0	0	0	0
sll1995|44	1	73	0	0	0	0	0	0
sll1995|118	1	75	0	0	0	0	0	0
slr1717|88	1	74	0	0	0	0	0	0
slr1717|64	1	72	0	0	0	0	0	0
slr1717|106	1	73	0	0	0	0	0	0
slr1717|50	1	75	0	0	0	0	0	0
slr2124|67	1	76	0	0	0	0	0	0
slr2124|178	1	75	0	0	0	0	0	0
slr2124|131	1	75	0	0	0	0	0	0
slr2124|6	1	73	0	0	0	0	0	0
slr2124|159	1	74	0	0	0	0	0	0
prmA|103	1	71	0	0	0	0	0	0
prmA|134	1	71	0	0	0	0	0	0
prmA|147	1	73	0	0	0	0	0	0
guaB|31	1	75	0	0	0	0	0	0
guaB|89	1	76	0	0	0	0	0	0
guaB|140	1	71	0	0	0	0	0	0
guaB|69	1	72	0	0	0	0	0	0
ssl3127|61	1	73	0	0	0	0	0	0
lap|308	1	76	0	0	0	0	0	0
lap|25	1	74	0	0	0	0	0	0
lap|148	1	73	0	0	0	0	0	0
lap|340	1	76	0	0	0	0	0	0
lap|56	1	72	0	0	0	0	0	0
sll1586|28	1	72	0	0	0	0	0	0
sll1586|171	1	73	0	0	0	0	0	0
dfp|20	1	71	0	0	0	0	0	0
dfp|49	1	76	0	0	0	0	0	0
dfp|110	1	75	0	0	0	0	0	0
dfp|73	1	71	0	0	0	0	0	0
norA|92	1	74	0	0	0	0	0	0
norA|181	1	71	0	0	0	0	0	0
norA|11	1	76	0	0	0	0	0	0
